Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
fantech-nc20-rgb-laptop-cooler,Fantech NC20 RGB Laptop Cooler,"Fantech NC20 RGB Laptop Cooler




Model: NC20



10 Spectrum RGB Lighting Mode



Material: ABS Plastic



USB Port: 2×2.0



Anti Rubber Pad",DropShop 2.0,Laptop Cooler,Laptop Cooler,,TRUE,,,,,,,,,,,deny,manual,"3,600",4500,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/11/Fantech-NC20-RGB-Laptop-Cooler.webp,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
havit-f2069-laptop-cooler,Havit F2069 Laptop Cooler,"Havit F2069 Laptop Cooler Price In Bangladesh
Specifications:

Product Size? 360*255*28mm?
Large Fan Size? 125*125*15mm?2PCS?
Speed? 1000-1200rpm
Operating Voltage? DC 5V?

Features:

0.6 Metre Data Cable
10 RGB Light Mode
Infinitely Adjustable Speed",DropShop 2.0,Laptop Cooler,Laptop Cooler,,TRUE,,,,,,,,,,,deny,manual,"1,750",2188,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/12/Havit-F2069-Laptop-Cooler.webp,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
havit-f2069-laptop-cooler,Havit F2069 Laptop Cooler,"Havit F2069 Laptop Cooler Price In Bangladesh
Specifications:

Product Size? 360*255*28mm?
Large Fan Size? 125*125*15mm?2PCS?
Speed? 1000-1200rpm
Operating Voltage? DC 5V?

Features:

0.6 Metre Data Cable
10 RGB Light Mode
Infinitely Adjustable Speed",DropShop 2.0,Laptop Cooler,Laptop Cooler,,TRUE,,,,,,,,,,,deny,manual,"1,750",2188,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/12/Havit-F2069-Laptop-Cooler.webp,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
usams-phone-waterproof-pouch-7-inch-(us-yd011)-black-color,USAMS Phone Waterproof Pouch 7 inch (US-YD011)- Black Color,"USAMS Phone Waterproof Pouch US-YD011 Price in Bangladesh
The USAMS Phone Waterproof Pouch US-YD011 is a waterproof case that can protect your smartphone from water, snow, and dust. It has an IPX8 waterproof rating, which means it can be submerged in water up to 2 meters deep for up to 1 hour. The case is made of durable materials and has a clear window so you can still use your phone’s touchscreen.
 

Weight: 100g
Waterproof rating: IPX8
Compatible devices: Smartphones up to 7 inches
Dimensions: 185 x 110 x 70mm

Overall, the USAMS Phone Waterproof Pouch US-YD011 is a great option for those who are looking for an affordable and compact waterproof case for their smartphone. It has an IPX8 waterproof rating, so you can be sure that your phone will be protected from water, snow, and dust. However, the build quality is not as good as some other waterproof cases, and the case can be a bit bulky for some people.
Here are some additional details about the case:

It comes with a lanyard so you can wear it around your neck or attach it to your backpack.
It has a built-in floatation device so your phone will float if it falls into water.",DropShop 2.0,Phone Waterproof Cover,Phone Waterproof Cover,,TRUE,,,,,,,,,,,deny,manual,600,750,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/07/USAMS-Phone-Waterproof-Pouch-US-YD011-.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
usams-phone-waterproof-pouch-7-inch-(us-yd011)-black-color,USAMS Phone Waterproof Pouch 7 inch (US-YD011)- Black Color,"USAMS Phone Waterproof Pouch US-YD011 Price in Bangladesh
The USAMS Phone Waterproof Pouch US-YD011 is a waterproof case that can protect your smartphone from water, snow, and dust. It has an IPX8 waterproof rating, which means it can be submerged in water up to 2 meters deep for up to 1 hour. The case is made of durable materials and has a clear window so you can still use your phone’s touchscreen.
 

Weight: 100g
Waterproof rating: IPX8
Compatible devices: Smartphones up to 7 inches
Dimensions: 185 x 110 x 70mm

Overall, the USAMS Phone Waterproof Pouch US-YD011 is a great option for those who are looking for an affordable and compact waterproof case for their smartphone. It has an IPX8 waterproof rating, so you can be sure that your phone will be protected from water, snow, and dust. However, the build quality is not as good as some other waterproof cases, and the case can be a bit bulky for some people.
Here are some additional details about the case:

It comes with a lanyard so you can wear it around your neck or attach it to your backpack.
It has a built-in floatation device so your phone will float if it falls into water.",DropShop 2.0,Phone Waterproof Cover,Phone Waterproof Cover,,TRUE,,,,,,,,,,,deny,manual,600,750,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/07/USAMS-Phone-Waterproof-Pouch-US-YD011-.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
baseus-7.2-inch-waterproof-phone-case-(fmyt000002),Baseus 7.2 Inch Waterproof Phone Case (FMYT000002),"Baseus 7.2 inch waterproof phone case price in Bangladesh
The Baseus 7.2-inch waterproof phone case is a good option for people who need to protect their phone from water. It is durable and has a number of features that make it easy to use. This phone case is perfect for taking your phone with you to the beach, pool, or on a boat. It is also a good choice for people who work in wet environments, such as construction or landscaping.
Specifications:

Merknaam : BASEUS
Compatibel merk : APPLE
Oorsprong : Cn (Oorsprong)
Type : Pouch
Ontwerp : Transparant
Ontwerp : Vlakte
Product Name: Baseus Cylinder Slide-cover Waterproof Bag
Material: PC+TPU+cotton
Color: Black/ White/Blue/Grey+Black
Applicable Models: Phones Under 7.2 inches
Types: Five Layers of Protection, IPX8 waterproof rating, Transparent

Features:

Protective Pouch, Waterproof Phone Pouch Bag
Waterproof Phone Case For iPhone 12 11 Pro Max
Swim Pouch Bag Case For Summer Swimming Drifting Diving Surfing etc
IPX8 Universal Cover For Samsung Galaxy S20 S10 S10e S9 S8
Mobile Phone Cases For Huawei P40 P30 P20 Pro Lite Mate 30 20X
Sensitive touch cover in swimming diving
For Xiaomi Mi 10 9 8 7 6 Redmi Note 9s 7 6
Waterproof Cover, Transparent Bag,
Slip Cover Design, High Transparent
For Phone, Water Sport, Diving, Beach, Pool
For Drift Diving Surfing",DropShop 2.0,Phone Waterproof Cover,Phone Waterproof Cover,,TRUE,,,,,,,,,,,deny,manual,750,938,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/09/baseus-wodoodporne-etui-pokrowiec-na-telefon-slide-cover-bialy-fmyt000002-1.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
baseus-7.2-inch-waterproof-phone-case-(fmyt000002),Baseus 7.2 Inch Waterproof Phone Case (FMYT000002),"Baseus 7.2 inch waterproof phone case price in Bangladesh
The Baseus 7.2-inch waterproof phone case is a good option for people who need to protect their phone from water. It is durable and has a number of features that make it easy to use. This phone case is perfect for taking your phone with you to the beach, pool, or on a boat. It is also a good choice for people who work in wet environments, such as construction or landscaping.
Specifications:

Merknaam : BASEUS
Compatibel merk : APPLE
Oorsprong : Cn (Oorsprong)
Type : Pouch
Ontwerp : Transparant
Ontwerp : Vlakte
Product Name: Baseus Cylinder Slide-cover Waterproof Bag
Material: PC+TPU+cotton
Color: Black/ White/Blue/Grey+Black
Applicable Models: Phones Under 7.2 inches
Types: Five Layers of Protection, IPX8 waterproof rating, Transparent

Features:

Protective Pouch, Waterproof Phone Pouch Bag
Waterproof Phone Case For iPhone 12 11 Pro Max
Swim Pouch Bag Case For Summer Swimming Drifting Diving Surfing etc
IPX8 Universal Cover For Samsung Galaxy S20 S10 S10e S9 S8
Mobile Phone Cases For Huawei P40 P30 P20 Pro Lite Mate 30 20X
Sensitive touch cover in swimming diving
For Xiaomi Mi 10 9 8 7 6 Redmi Note 9s 7 6
Waterproof Cover, Transparent Bag,
Slip Cover Design, High Transparent
For Phone, Water Sport, Diving, Beach, Pool
For Drift Diving Surfing",DropShop 2.0,Phone Waterproof Cover,Phone Waterproof Cover,,TRUE,,,,,,,,,,,deny,manual,750,938,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/09/baseus-wodoodporne-etui-pokrowiec-na-telefon-slide-cover-bialy-fmyt000002-1.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
usams-us-yd012-6.7-inch-waterproof-phone-bag,USAMS US-YD012 6.7-inch Waterproof Phone Bag,"USAMS US-YD012 6.7-inch Waterproof Phone Bag Price In Bangladesh
The USAMS US-YD012 6.7-inch Waterproof Phone Bag is a versatile and affordable option for protecting your phone from water, dust, and dirt. It is made of durable PVC material and features a secure double-lock closure to keep your phone dry even in heavy rain or while swimming. The bag is also transparent, so you can easily use your phone’s touch screen without having to remove it from the bag.
Key features:


Waterproof and dustproof: The USAMS US-YD012 6.7-inch Waterproof Phone Bag is made of durable PVC material that is waterproof and dustproof. This means that you can use your phone in any weather condition without worrying about damage.


Secure double-lock closure: The bag features a secure double-lock closure that keeps your phone dry, even in heavy rain or while swimming.


Transparent design: The bag is transparent, so you can easily use your phone’s touch screen without having to remove it from the bag.


Neck strap: The bag comes with a neck strap so you can wear it around your neck or shoulder for hands-free use.


Compatible with most 6.7-inch phones: The bag is compatible with most 6.7-inch phones, including the iPhone 14 Pro Max, Samsung Galaxy S23 Ultra, and Google Pixel 7 Pro.


Benefits:


Protect your phone from water damage: The USAMS US-YD012 6.7-inch Waterproof Phone Bag is a great way to protect your phone from water damage, whether you’re swimming, boating, or just walking in the rain.


Use your phone in any weather condition: The bag is waterproof and dustproof, so you can use your phone in any weather condition without worrying about damage.


Keep your phone clean and dust-free: The bag also protects your phone from dust and dirt, so you can keep your phone looking and working its best.


Use your phone’s touch screen without removing it from the bag: The bag is transparent, so you can easily use your phone’s touch screen without having to remove it from the bag.


Carry your phone hands-free: The bag comes with a neck strap so you can wear it around your neck or shoulder for hands-free use.


Overall, the USAMS US-YD012 6.7-inch Waterproof Phone Bag is a great option for anyone who wants to protect their phone from water, dust, and dirt. It is affordable, durable, and easy to use.",DropShop 2.0,Phone Waterproof Cover,Phone Waterproof Cover,,TRUE,,,,,,,,,,,deny,manual,450,563,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/11/US-YD012-1.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
usams-us-yd012-6.7-inch-waterproof-phone-bag,USAMS US-YD012 6.7-inch Waterproof Phone Bag,"USAMS US-YD012 6.7-inch Waterproof Phone Bag Price In Bangladesh
The USAMS US-YD012 6.7-inch Waterproof Phone Bag is a versatile and affordable option for protecting your phone from water, dust, and dirt. It is made of durable PVC material and features a secure double-lock closure to keep your phone dry even in heavy rain or while swimming. The bag is also transparent, so you can easily use your phone’s touch screen without having to remove it from the bag.
Key features:


Waterproof and dustproof: The USAMS US-YD012 6.7-inch Waterproof Phone Bag is made of durable PVC material that is waterproof and dustproof. This means that you can use your phone in any weather condition without worrying about damage.


Secure double-lock closure: The bag features a secure double-lock closure that keeps your phone dry, even in heavy rain or while swimming.


Transparent design: The bag is transparent, so you can easily use your phone’s touch screen without having to remove it from the bag.


Neck strap: The bag comes with a neck strap so you can wear it around your neck or shoulder for hands-free use.


Compatible with most 6.7-inch phones: The bag is compatible with most 6.7-inch phones, including the iPhone 14 Pro Max, Samsung Galaxy S23 Ultra, and Google Pixel 7 Pro.


Benefits:


Protect your phone from water damage: The USAMS US-YD012 6.7-inch Waterproof Phone Bag is a great way to protect your phone from water damage, whether you’re swimming, boating, or just walking in the rain.


Use your phone in any weather condition: The bag is waterproof and dustproof, so you can use your phone in any weather condition without worrying about damage.


Keep your phone clean and dust-free: The bag also protects your phone from dust and dirt, so you can keep your phone looking and working its best.


Use your phone’s touch screen without removing it from the bag: The bag is transparent, so you can easily use your phone’s touch screen without having to remove it from the bag.


Carry your phone hands-free: The bag comes with a neck strap so you can wear it around your neck or shoulder for hands-free use.


Overall, the USAMS US-YD012 6.7-inch Waterproof Phone Bag is a great option for anyone who wants to protect their phone from water, dust, and dirt. It is affordable, durable, and easy to use.",DropShop 2.0,Phone Waterproof Cover,Phone Waterproof Cover,,TRUE,,,,,,,,,,,deny,manual,450,563,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/11/US-YD012-1.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
4k-hdmi-switch-with-remote-control-(3-input-1-output),4K HDMI Switch With Remote Control (3 Input- 1 Output),"Inputs: 3, HDMI Type-A Female
Output: 1, HDMI Type-A Female
Video: Full HD 1920x1080p, Support 3D, 12-bit Deep Color
Audio: Support DTS/DTS-HD, AC3/Dolby Digital/Dolby True HD, PCM/LPCM
Standards: HDMI 1.3b, HDCP v1.0/1.1 pass-through
Remote Control: IR
Remote Battery: Included
Power Adapter: No
HDMI Resolution:24/50/60fs/1080p/1080i/720p/576p/576i/480p/480i HDCP:HDCP 1.2
Support video color format: 24bit/deep color 30bit, 36bit
Support audio format: DTS-HD/Dolby-TrueHD/LPCM7.1/DTS/Dolby-AC3/DSD",DropShop 2.0,HDMI Switch,HDMI Switch,,TRUE,,,,,,,,,,,deny,manual,700,875,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/04/4k-hdmi-switch-with-remote-control-3-input-1-output-1-1000x1000.jpeg.webp,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
4k-hdmi-switch-with-remote-control-(3-input-1-output),4K HDMI Switch With Remote Control (3 Input- 1 Output),"Inputs: 3, HDMI Type-A Female
Output: 1, HDMI Type-A Female
Video: Full HD 1920x1080p, Support 3D, 12-bit Deep Color
Audio: Support DTS/DTS-HD, AC3/Dolby Digital/Dolby True HD, PCM/LPCM
Standards: HDMI 1.3b, HDCP v1.0/1.1 pass-through
Remote Control: IR
Remote Battery: Included
Power Adapter: No
HDMI Resolution:24/50/60fs/1080p/1080i/720p/576p/576i/480p/480i HDCP:HDCP 1.2
Support video color format: 24bit/deep color 30bit, 36bit
Support audio format: DTS-HD/Dolby-TrueHD/LPCM7.1/DTS/Dolby-AC3/DSD",DropShop 2.0,HDMI Switch,HDMI Switch,,TRUE,,,,,,,,,,,deny,manual,700,875,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/04/4k-hdmi-switch-with-remote-control-3-input-1-output-1-1000x1000.jpeg.webp,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
baseus-matrix-hdmi-splitter-2-in-1,Baseus Matrix HDMI Splitter 2-in-1,"Baseus Matrix HDMI Splitter Price in Bangladesh
The Baseus Matrix HDMI 4K HD Splitter 2-in-1 supports resolutions up to 4K Ultra HD (3840 x 2160) at 60Hz, so you can be sure that your displays will be able to output the highest possible quality video. It also supports HDCP 2.2, which is the latest version of the HDCP copy protection standard.
The Baseus Matrix HDMI 4K HD Splitter 2-in-1 is very easy to use. Simply connect the HDMI source to the input port on the splitter, and then connect the two HDMI outputs to the two displays that you want to use. The splitter will automatically detect the resolutions of the two displays and adjust the output accordingly.
The Baseus Matrix HDMI 4K HD Splitter 2-in-1 is a great option for anyone who wants to connect two displays to a single HDMI source. It is easy to use and it supports the latest HDMI standards, so you can be sure that your displays will be able to output the highest possible quality video.
The Baseus Matrix HDMI 4K HD Splitter 2 Ports Bi-Direction HDMI Switcher 1×2/2×1 Adapter 2 in 1 out Converter HDMI Switch For PS4 TV BOX.
Specification:  

Brand: BASEUS
Material: Aluminum Alloy+ABS
Color: Space Gray
Weight: 0.2 kg
Connector B: Male
Gender: Male-Male
Model Number: Baseus 4K@60Hz HDMI Splitter
Type: HDMI Cables
Connector A: Male
Packing: Carton Box
Package: Yes
Application: Amplifier
Resolution : 4K@30Hz(Depending on Device And Cable Length)
HDMI Output 1: 4K@60Hz (Cable less than 3m)
HDMI Output 2: 4K@30Hz (Cable between 3-10m)
HDMI Output 3: 1080P@60Hz(Cable more than 10m).

Features:

4K HD Large screen viewing
No external power required
Fits in the palm of your hand
Universal to devices with HDMI port
Two-way switch
Synchronous audio and video transmission
Beautiful digital light display.

Package included:

1 x BASEUS Matrix Two-way Switcher 2 In 1 Out or 1 In 2 Out 4K Splitter
1 x User Manual.",DropShop 2.0,HDMI Switch,HDMI Switch,,TRUE,,,,,,,,,,,deny,manual,950,1188,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/07/Baseus-Matrix-HDMI-4K-HD-Splitter-in-BD.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
baseus-matrix-hdmi-splitter-2-in-1,Baseus Matrix HDMI Splitter 2-in-1,"Baseus Matrix HDMI Splitter Price in Bangladesh
The Baseus Matrix HDMI 4K HD Splitter 2-in-1 supports resolutions up to 4K Ultra HD (3840 x 2160) at 60Hz, so you can be sure that your displays will be able to output the highest possible quality video. It also supports HDCP 2.2, which is the latest version of the HDCP copy protection standard.
The Baseus Matrix HDMI 4K HD Splitter 2-in-1 is very easy to use. Simply connect the HDMI source to the input port on the splitter, and then connect the two HDMI outputs to the two displays that you want to use. The splitter will automatically detect the resolutions of the two displays and adjust the output accordingly.
The Baseus Matrix HDMI 4K HD Splitter 2-in-1 is a great option for anyone who wants to connect two displays to a single HDMI source. It is easy to use and it supports the latest HDMI standards, so you can be sure that your displays will be able to output the highest possible quality video.
The Baseus Matrix HDMI 4K HD Splitter 2 Ports Bi-Direction HDMI Switcher 1×2/2×1 Adapter 2 in 1 out Converter HDMI Switch For PS4 TV BOX.
Specification:  

Brand: BASEUS
Material: Aluminum Alloy+ABS
Color: Space Gray
Weight: 0.2 kg
Connector B: Male
Gender: Male-Male
Model Number: Baseus 4K@60Hz HDMI Splitter
Type: HDMI Cables
Connector A: Male
Packing: Carton Box
Package: Yes
Application: Amplifier
Resolution : 4K@30Hz(Depending on Device And Cable Length)
HDMI Output 1: 4K@60Hz (Cable less than 3m)
HDMI Output 2: 4K@30Hz (Cable between 3-10m)
HDMI Output 3: 1080P@60Hz(Cable more than 10m).

Features:

4K HD Large screen viewing
No external power required
Fits in the palm of your hand
Universal to devices with HDMI port
Two-way switch
Synchronous audio and video transmission
Beautiful digital light display.

Package included:

1 x BASEUS Matrix Two-way Switcher 2 In 1 Out or 1 In 2 Out 4K Splitter
1 x User Manual.",DropShop 2.0,HDMI Switch,HDMI Switch,,TRUE,,,,,,,,,,,deny,manual,950,1188,TRUE,TRUE,,https://dropshop.com.bd/wp-content/uploads/2023/07/Baseus-Matrix-HDMI-4K-HD-Splitter-in-BD.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,active
